1429,Difficulty Options,General,N/A,145
1430,Fixed Save Points,General,N/A,145
1431,Volume Controls,Auditory,N/A,145
1432,Subtitles,Auditory,N/A,145
1433,Contrast Settings,Visual,N/A,145
1434,Colorblind Filters,Color,N/A,145
1435,Change Button Holds To Toggles,Fine motor,N/A,145
1436,Controller Customization,Fine motor,N/A,145
1437,Partial,Fine motor,N/A,145
1438,Sticks,Fine motor,N/A,145
1439,Buttons,Fine motor,N/A,145
1440,Internet Connection Required,General,N/A,146
1441,Pause Gameplay,General,N/A,146
1442,Save Progress,General,N/A,146
1443,Tutorials,General,N/A,146
1444,Difficulty Options,General,N/A,146
1445,Fixed Save Points,General,N/A,146
1446,Volume Controls,Auditory,N/A,146
1447,Subtitles,Auditory,N/A,146
1448,Resizable,Auditory,N/A,146
1449,Background,Auditory,N/A,146
1450,Contrast Settings,Visual,N/A,146
1451,Adjustable Interface Text,Visual,N/A,146
1452,Narrator,Visual,N/A,146
1453,Colorblind Filters,Color,N/A,146
1454,Change Button Holds To Toggles,Fine motor,N/A,146
1455,Change Repeated Taps,Fine motor,N/A,146
1456,Controller Customization,Fine motor,N/A,146
1457,Partial,Fine motor,N/A,146
1458,Keyboard Rebinding,Fine motor,N/A,146
1459,Sticks,Fine motor,N/A,146
1460,Buttons,Fine motor,N/A,146
1461,Pause Gameplay,General,N/A,147
1462,Save Progress,General,N/A,147
1463,Tutorials,General,N/A,147
1464,Difficulty Options,General,N/A,147
1465,Fixed Save Points,General,N/A,147
1466,Volume Controls,Auditory,N/A,147
1467,Subtitles,Auditory,N/A,147
1468,Contrast Settings,Visual,N/A,147
1469,Colorblind Filters,Color,N/A,147
1470,Change Button Holds To Toggles,Fine motor,N/A,147
1471,Keyboard Rebinding,Fine motor,N/A,147
1472,Save Progress,General,N/A,148
1473,Tutorials,General,N/A,148
1474,Difficulty Options,General,N/A,148
1475,Volume Controls,Auditory,N/A,148
1476,Colorblind Filters,Color,N/A,148
1477,Keyboard Rebinding,Fine motor,N/A,148
1478,Mouse Rebinding,Fine motor,N/A,148
1479,Pause Gameplay,General,N/A,149
1480,Save Progress,General,N/A,149
1481,Tutorials,General,N/A,149
1482,Difficulty Options,General,N/A,149
1483,Fixed Save Points,General,N/A,149
1484,Volume Controls,Auditory,N/A,149
1485,Contrast Settings,Visual,N/A,149
1486,Colorblind Filters,Color,N/A,149
1487,Pause Gameplay,General,N/A,150
1488,Save Progress,General,N/A,150
1489,Tutorials,General,N/A,150
1490,Difficulty Options,General,N/A,150
1491,Volume Controls,Auditory,N/A,150
1492,Subtitles,Auditory,N/A,150
1493,Resizable,Auditory,N/A,150
1494,Contrast Settings,Visual,N/A,150
1495,Change Button Holds To Toggles,Fine motor,N/A,150
1496,Change Repeated Taps,Fine motor,N/A,150
1497,Quick-Time Events (QTEs),Fine motor,N/A,150
1498,Controller Customization,Fine motor,N/A,150
1499,Partial,Fine motor,N/A,150
1500,Sticks,Fine motor,N/A,150
1501,Buttons,Fine motor,N/A,150
1502,Pause Gameplay,General,N/A,151
1503,Save Progress,General,N/A,151
1504,Tutorials,General,N/A,151
1505,Difficulty Options,General,N/A,151
1506,Volume Controls,Auditory,N/A,151
1507,Subtitles,Auditory,N/A,151
1508,Contrast Settings,Visual,N/A,151
1509,Change Button Holds To Toggles,Fine motor,N/A,151
1510,Change Repeated Taps,Fine motor,N/A,151
1511,Quick-Time Events (QTEs),Fine motor,N/A,151
1512,Controller Customization,Fine motor,N/A,151
1513,Partial,Fine motor,N/A,151
1514,Sticks,Fine motor,N/A,151
1515,Buttons,Fine motor,N/A,151
1516,Pause Gameplay,General,N/A,152
1517,Save Progress,General,N/A,152
1518,Tutorials,General,N/A,152
1519,Difficulty Options,General,N/A,152
1520,Volume Controls,Auditory,N/A,152
1521,Subtitles,Auditory,N/A,152
1522,Contrast Settings,Visual,N/A,152
1523,Pause Gameplay,General,N/A,153
1524,Save Progress,General,N/A,153
1525,Tutorials,General,N/A,153
1526,Fixed Save Points,General,N/A,153
1527,Volume Controls,Auditory,N/A,153
1528,Pause Gameplay,General,N/A,154
1529,Save Progress,General,N/A,154
1530,Tutorials,General,N/A,154
1531,Fixed Save Points,General,N/A,154
1532,Volume Controls,Auditory,N/A,154
1533,Subtitles,Auditory,N/A,154
1534,Contrast Settings,Visual,N/A,154
1535,Adjustable Interface Text,Visual,N/A,154
1536,Controller Customization,Fine motor,N/A,154
1537,Partial,Fine motor,N/A,154
1538,Sticks,Fine motor,N/A,154
1539,Buttons,Fine motor,N/A,154
1540,Pause Gameplay,General,N/A,155
1541,Save Progress,General,N/A,155
1542,Tutorials,General,N/A,155
1543,Difficulty Options,General,N/A,155
1544,Volume Controls,Auditory,N/A,155
1545,Subtitles,Auditory,N/A,155
1546,Resizable,Auditory,N/A,155
1547,Contrast Settings,Visual,N/A,155
1548,Controller Customization,Fine motor,N/A,155
1549,Save Progress,General,N/A,156
1550,Tutorials,General,N/A,156
1551,Difficulty Options,General,N/A,156
1552,Volume Controls,Auditory,N/A,156
1553,Subtitles,Auditory,N/A,156
1554,Contrast Settings,Visual,N/A,156
1555,Change Button Holds To Toggles,Fine motor,N/A,156
1556,Controller Customization,Fine motor,N/A,156
1557,Partial,Fine motor,N/A,156
1558,Sticks,Fine motor,N/A,156
1559,Buttons,Fine motor,N/A,156
1560,Pause Gameplay,General,N/A,157
1561,Save Progress,General,N/A,157
1562,Tutorials,General,N/A,157
1563,Difficulty Options,General,N/A,157
1564,Volume Controls,Auditory,N/A,157
1565,Subtitles,Auditory,N/A,157
1566,Contrast Settings,Visual,N/A,157
1567,Controller Customization,Fine motor,N/A,157
1568,Partial,Fine motor,N/A,157
1569,Sticks,Fine motor,N/A,157
1570,Buttons,Fine motor,N/A,157
1571,Pause Gameplay,General,N/A,158
1572,Save Progress,General,N/A,158
1573,Tutorials,General,N/A,158
1574,Difficulty Options,General,N/A,158
1575,Volume Controls,Auditory,N/A,158
1576,Subtitles,Auditory,N/A,158
1577,Contrast Settings,Visual,N/A,158
1578,Colorblind Filters,Color,N/A,158
1579,Controller Customization,Fine motor,N/A,158
1580,Partial,Fine motor,N/A,158
1581,Keyboard Rebinding,Fine motor,N/A,158
1582,Mouse Rebinding,Fine motor,N/A,158
1583,Sticks,Fine motor,N/A,158
1584,Buttons,Fine motor,N/A,158
